Corpus ID,Authors,Year,Title,DOI,Database,India_confidence,India_reason,NF_confidence,NF_reason,Social_confidence,Social_reason
7185,"Pandey, Samyak",2019,Modi govt supports Zero Budget Natural Farming but doesn't have enough budget to promote it,,Zotero,high,"The title and abstract center on the Modi government and national budget allocations for Zero Budget Natural Farming, making India the primary policy context and focus of the piece.",high,"Discusses government support and budget allocation for Zero Budget Natural Farming (ZBNF), an explicit alternative/sustainable farming approach in India.",high,"The piece centers on government support and meagre budget allocation for promoting Zero Budget Natural Farming, indicating a clear focus on policy and political dimensions of agricultural practice promotion."
7186,"Kumar, Ranjit; Kumar, Sanjiv; Yashavanth, B. S.; Meena, P. C.",2019,Natural Farming Practices in India: Its Adoption and Impact on Crop Yield and Farmers' Income,,Zotero,high,"The paper is an empirical study conducted in Indian states (Karnataka and Andhra Pradesh) using farmer-level data on natural farming, so India is the primary study context.",high,"The paper directly studies Natural Farming, an agroecological/low-external-input alternative (use of Jeevamritha, FYM, etc.) and its adoption, costs, yields and income impacts in Karnataka and Andhra Pradesh.",high,"The paper compares NF adopters and non-adopters and evaluates cultivation costs and farmers' income, indicating a substantive focus on livelihoods/economic impacts of farming practices."
7190,"Bailey, Sarah",2019,Zero Budget Natural Farming in India: Perspectives from the field,,Zotero,high,"The work explicitly focuses on Zero-Budget Natural Farming scaling in Andhra Pradesh, South India, making India (and an Indian state) the primary study site and case for the research.",high,"Focuses explicitly on Zero Budget Natural Farming (an agroecological/alternative approach) and its scaling in Andhra Pradesh, indicating a clear sustainable farming/systems angle.",medium,"The work focuses on how ZBNF is scaling in Andhra Pradesh—an adoption/extension issue that likely engages social factors (farmer uptake, networks, institutions, policy and livelihoods), though the brief description doesn’t explicitly list specific social variables."
7191,"Kumar, Sunil",2019,Zero Budget Natural Farming-ZBNF-Securing Smallholder Farming From Distress,,Zotero,high,"The paper centers on Zero Budget Natural Farming (ZBNF), an India-originated, India-focused approach aimed at securing small and marginal farmers, so India is the primary context.",high,"The paper explicitly addresses Zero Budget Natural Farming (ZBNF), a non-conventional, sustainable agricultural approach targeting smallholder resilience, so it fits the review scope.",medium,"Title and abstract indicate the paper addresses ZBNF as a livelihood/poverty-relief option for small and marginal farmers (socio-economic distress), implying substantive social dimensions though details are sparse."
7192,"Shyam, D. M.; Dixit, Sreenath; Nune, Rajesh; Gajanan, S.; Chander, Girish",2019,Zero budget natural farming - an empirical analysis.,,Zotero,high,The paper centers on Zero Budget Natural Farming within the Indian policy context (citing India's Finance Minister) and thus treats India as the primary case/population for the empirical analysis.,high,"The paper explicitly analyzes Zero Budget Natural Farming (ZBNF), a non‑conventional, low‑external‑input natural farming approach and thus clearly falls under alternative/sustainable/agroecological farming.",medium,"The abstract frames ZBNF in the context of farmers' distress and a policy response suggesting an economic/livelihood focus; however the excerpt does not clearly state which social dimensions (income, land, gender, caste, migration, etc.) are empirically analyzed, so relevance is likely but not certain."
7193,"Reddy, B.; Reddy, V.; Mandala, Srinivasa",2019,“Potential and Constraints of Zero Budgeted Natural Farming (ZBNF): A Study of Andhra Pradesh”,,Zotero,high,"The study is explicitly focused on Zero Budget Natural Farming in Andhra Pradesh, India, with field visits, interviews, and case studies across 11 districts, making India (an Indian state) the central study context.",high,"The study explicitly evaluates Zero Budget Natural Farming (ZBNF) in Andhra Pradesh, examining its environmental and economic outcomes, adoption constraints and scalability, and thus addresses a non-conventional sustainable farming approach.",high,"The paper substantively examines socio-economic dimensions—farm incomes, livelihood impacts, adoption/dis-adoption dynamics and farmer experiences with ZBNF, assessing economic constraints and implications for scaling up."
7197,apcnf,2020,Can Zero Budget Natural Farming Save Input Costs and Fertilizer Subsidies? Evidence from Andhra Pradesh – Andhra Pradesh Community Managed Natural Farming,,Zotero,high,"The paper explicitly focuses on Andhra Pradesh Community Managed Natural Farming, making an Indian state and its program the primary study context and population of interest.",high,"The paper explicitly examines Zero Budget Natural Farming / Andhra Pradesh Community Managed Natural Farming, a non-conventional, agroecological approach aimed at reducing input costs and fertilizer subsidies.",high,"The paper explicitly examines input costs and fertilizer subsidies (economic and policy dimensions) of Zero Budget Natural Farming in Andhra Pradesh, which are substantive social/economic issues related to livelihoods and public policy."
7198,"Vijayakumar, Shanmugam; Rajendran, Gobinath; Sivashankari, M; Aravindan, S; Nayak, A.K.",2020,Can zero budget natural farming double the farmers income?,,Zotero,high,"The paper explicitly examines Zero Budget Natural Farming within the Indian context, referencing specific Indian states (Karnataka, Andhra Pradesh, Kerala) and discussing policy, research and income impacts for Indian farmers.",high,"The paper explicitly evaluates Zero Budget Natural Farming, a non‑conventional sustainable farming approach, and discusses its impacts on farmer income, livelihoods and environmental outcomes.",high,"The abstract explicitly discusses impacts on farmers’ income, livelihoods, and food/nutritional security, indicating substantive attention to socio-economic dimensions rather than only agronomic outcomes."
7203,"Rani, Shilpa",2020,"Rising Benefits, Issues and Challenges of Zero Budget Natural Farming (ZBNF)",,Zotero,high,"The paper centers on Zero Budget Natural Farming in the Indian context, cites Indian government programs and rupee allocations, and discusses marketing and policy issues affecting Indian farmers, making India the primary focus.",high,"The paper explicitly discusses Zero Budget Natural Farming (ZBNF), a non‑conventional, chemical‑free sustainable farming approach, including its principles, benefits, and policy/marketing challenges.",high,"The article discusses socioeconomic and policy aspects of ZBNF—debt relief for smallholders, marketing structures and middlemen, government programmes and awareness efforts—so it substantively addresses social dimensions of farming."
7204,"Rajamani, Asokan",2020,Studies in Indian Place Names Environmental Sustainability Through Zero Budget Natural Farming,,Zotero,high,"The abstract focuses on Zero Budget Natural Farming within India, referencing its spread across Indian states and origins and impacts in Karnataka, making India the primary geographic and policy context of the study.",high,"The paper explicitly studies Zero Budget Natural Farming, a low-external-input natural/organic agroecological approach in India and its contributions to environmental sustainability.",medium,"The abstract frames ZBNF as a grassroots peasant movement and explicitly discusses farmer incomes, input costs, labour requirements and farmer/consumer benefits, indicating socioeconomic and political/community dimensions even though the stated focus is environmental sustainability."
